<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SPFB.RTS-12.18;1;27.09.2018;10:39;115140,0000000;115210,0000000;115120,0000000;115150,0000000;1302
SPFB.RTS-12.18;1;27.09.2018;10:40;115140,0000000;115170,0000000;115110,0000000;115120,0000000;309
SPFB.RTS-12.18;1;27.09.2018;10:41;115120,0000000;115140,0000000;115090,0000000;115090,0000000;270
SPFB.RTS-12.18;1;27.09.2018;10:42;115100,0000000;115100,0000000;115040,0000000;115060,0000000;754
SPFB.RTS-12.18;1;27.09.2018;10:43;115050,0000000;115090,0000000;115020,0000000;115070,0000000;680
SPFB.RTS-12.18;1;27.09.2018;10:44;115070,0000000;115070,0000000;115020,0000000;115070,0000000;825
SPFB.RTS-12.18;1;27.09.2018;10:45;115060,0000000;115060,0000000;115030,0000000;115030,0000000;241
SPFB.RTS-12.18;1;27.09.2018;10:46;115030,0000000;115100,0000000;115030,0000000;115070,0000000;475
SPFB.RTS-12.18;1;27.09.2018;10:47;115080,0000000;115110,0000000;115070,0000000;115080,0000000;223
SPFB.RTS-12.18;1;27.09.2018;10:48;115080,0000000;115120,0000000;115030,0000000;115050,0000000;533
SPFB.RTS-12.18;1;27.09.2018;10:49;115060,0000000;115200,0000000;115040,0000000;115180,0000000;1370
SPFB.RTS-12.18;1;27.09.2018;10:50;115160,0000000;115280,0000000;115160,0000000;115240,0000000;2128
SPFB.RTS-12.18;1;27.09.2018;10:51;115250,0000000;115250,0000000;115180,0000000;115210,0000000;506
SPFB.RTS-12.18;1;27.09.2018;10:52;115210,0000000;115260,0000000;115200,0000000;115250,0000000;327
SPFB.RTS-12.18;1;27.09.2018;10:53;115240,0000000;115320,0000000;115230,0000000;115250,0000000;932
SPFB.RTS-12.18;1;27.09.2018;10:54;115250,0000000;115280,0000000;115250,0000000;115250,0000000;222
SPFB.RTS-12.18;1;27.09.2018;10:55;115250,0000000;115250,0000000;115220,0000000;115230,0000000;225
SPFB.RTS-12.18;1;27.09.2018;10:56;115240,0000000;115250,0000000;115200,0000000;115250,0000000;350
SPFB.RTS-12.18;1;27.09.2018;10:57;115240,0000000;115280,0000000;115220,0000000;115250,0000000;481
SPFB.RTS-12.18;1;27.09.2018;10:58;115260,0000000;115280,0000000;115220,0000000;115220,0000000;384
SPFB.RTS-12.18;1;27.09.2018;10:59;115220,0000000;115260,0000000;115210,0000000;115250,0000000;279
SPFB.RTS-12.18;1;27.09.2018;11:00;115260,0000000;115300,0000000;115250,0000000;115290,0000000;552
SPFB.RTS-12.18;1;27.09.2018;11:01;115290,0000000;115350,0000000;115260,0000000;115330,0000000;1119
SPFB.RTS-12.18;1;27.09.2018;11:02;115340,0000000;115390,0000000;115320,0000000;115330,0000000;1211
SPFB.RTS-12.18;1;27.09.2018;11:03;115330,0000000;115360,0000000;115310,0000000;115350,0000000;314
SPFB.RTS-12.18;1;27.09.2018;11:04;115350,0000000;115370,0000000;115300,0000000;115330,0000000;451
SPFB.RTS-12.18;1;27.09.2018;11:05;115340,0000000;115360,0000000;115310,0000000;115330,0000000;568
SPFB.RTS-12.18;1;27.09.2018;11:06;115330,0000000;115370,0000000;115300,0000000;115310,0000000;586
SPFB.RTS-12.18;1;27.09.2018;11:07;115300,0000000;115350,0000000;115300,0000000;115320,0000000;188
SPFB.RTS-12.18;1;27.09.2018;11:08;115330,0000000;115350,0000000;115300,0000000;115330,0000000;257
SPFB.RTS-12.18;1;27.09.2018;11:09;115340,0000000;115380,0000000;115300,0000000;115380,0000000;591
SPFB.RTS-12.18;1;27.09.2018;11:10;115380,0000000;115640,0000000;115360,0000000;115570,0000000;4869
SPFB.RTS-12.18;1;27.09.2018;11:11;115570,0000000;115670,0000000;115570,0000000;115650,0000000;1644
SPFB.RTS-12.18;1;27.09.2018;11:12;115660,0000000;115680,0000000;115590,0000000;115620,0000000;1148
SPFB.RTS-12.18;1;27.09.2018;11:13;115620,0000000;115650,0000000;115600,0000000;115600,0000000;542
SPFB.RTS-12.18;1;27.09.2018;11:14;115590,0000000;115640,0000000;115570,0000000;115610,0000000;801
SPFB.RTS-12.18;1;27.09.2018;11:15;115590,0000000;115630,0000000;115560,0000000;115570,0000000;866
SPFB.RTS-12.18;1;27.09.2018;11:16;115570,0000000;115600,0000000;115560,0000000;115560,0000000;465
SPFB.RTS-12.18;1;27.09.2018;11:17;115560,0000000;115600,0000000;115550,0000000;115550,0000000;365
SPFB.RTS-12.18;1;27.09.2018;11:18;115550,0000000;115550,0000000;115510,0000000;115550,0000000;802
SPFB.RTS-12.18;1;27.09.2018;11:19;115550,0000000;115620,0000000;115550,0000000;115600,0000000;762
SPFB.RTS-12.18;1;27.09.2018;11:20;115610,0000000;115610,0000000;115560,0000000;115570,0000000;156
SPFB.RTS-12.18;1;27.09.2018;11:21;115560,0000000;115600,0000000;115560,0000000;115600,0000000;325
SPFB.RTS-12.18;1;27.09.2018;11:22;115610,0000000;115640,0000000;115570,0000000;115580,0000000;652
SPFB.RTS-12.18;1;27.09.2018;11:23;115580,0000000;115580,0000000;115460,0000000;115480,0000000;1202
SPFB.RTS-12.18;1;27.09.2018;11:24;115480,0000000;115500,0000000;115470,0000000;115490,0000000;298
SPFB.RTS-12.18;1;27.09.2018;11:25;115500,0000000;115530,0000000;115480,0000000;115510,0000000;263
SPFB.RTS-12.18;1;27.09.2018;11:26;115510,0000000;115530,0000000;115450,0000000;115460,0000000;572
SPFB.RTS-12.18;1;27.09.2018;11:27;115450,0000000;115480,0000000;115430,0000000;115440,0000000;717
SPFB.RTS-12.18;1;27.09.2018;11:28;115440,0000000;115520,0000000;115430,0000000;115510,0000000;427
SPFB.RTS-12.18;1;27.09.2018;11:29;115520,0000000;115520,0000000;115460,0000000;115490,0000000;165
SPFB.RTS-12.18;1;27.09.2018;11:30;115500,0000000;115580,0000000;115490,0000000;115540,0000000;681
SPFB.RTS-12.18;1;27.09.2018;11:31;115540,0000000;115590,0000000;115530,0000000;115560,0000000;350
SPFB.RTS-12.18;1;27.09.2018;11:32;115550,0000000;115590,0000000;115510,0000000;115590,0000000;441
SPFB.RTS-12.18;1;27.09.2018;11:33;115590,0000000;115740,0000000;115590,0000000;115690,0000000;3148
SPFB.RTS-12.18;1;27.09.2018;11:34;115700,0000000;115710,0000000;115660,0000000;115700,0000000;503
SPFB.RTS-12.18;1;27.09.2018;11:35;115690,0000000;115700,0000000;115560,0000000;115600,0000000;1451
SPFB.RTS-12.18;1;27.09.2018;11:36;115600,0000000;115630,0000000;115480,0000000;115490,0000000;1089
SPFB.RTS-12.18;1;27.09.2018;11:37;115500,0000000;115520,0000000;115440,0000000;115470,0000000;762
SPFB.RTS-12.18;1;27.09.2018;11:38;115460,0000000;115490,0000000;115410,0000000;115440,0000000;1108
SPFB.RTS-12.18;1;27.09.2018;11:39;115450,0000000;115500,0000000;115420,0000000;115500,0000000;534
SPFB.RTS-12.18;1;27.09.2018;11:40;115490,0000000;115510,0000000;115470,0000000;115470,0000000;270
SPFB.RTS-12.18;1;27.09.2018;11:41;115470,0000000;115480,0000000;115410,0000000;115450,0000000;416
SPFB.RTS-12.18;1;27.09.2018;11:42;115450,0000000;115470,0000000;115420,0000000;115440,0000000;329
SPFB.RTS-12.18;1;27.09.2018;11:43;115440,0000000;115460,0000000;115380,0000000;115390,0000000;354
SPFB.RTS-12.18;1;27.09.2018;11:44;115390,0000000;115390,0000000;115330,0000000;115350,0000000;634
SPFB.RTS-12.18;1;27.09.2018;11:45;115340,0000000;115370,0000000;115280,0000000;115280,0000000;744
SPFB.RTS-12.18;1;27.09.2018;11:46;115280,0000000;115350,0000000;115270,0000000;115290,0000000;868
SPFB.RTS-12.18;1;27.09.2018;11:47;115280,0000000;115290,0000000;115230,0000000;115250,0000000;1216
SPFB.RTS-12.18;1;27.09.2018;11:48;115250,0000000;115260,0000000;115220,0000000;115250,0000000;957
SPFB.RTS-12.18;1;27.09.2018;11:49;115240,0000000;115270,0000000;115210,0000000;115260,0000000;712
SPFB.RTS-12.18;1;27.09.2018;11:50;115250,0000000;115270,0000000;115200,0000000;115250,0000000;1351
SPFB.RTS-12.18;1;27.09.2018;11:51;115230,0000000;115310,0000000;115210,0000000;115310,0000000;783
SPFB.RTS-12.18;1;27.09.2018;11:52;115310,0000000;115320,0000000;115250,0000000;115260,0000000;449
SPFB.RTS-12.18;1;27.09.2018;11:53;115260,0000000;115310,0000000;115240,0000000;115260,0000000;200
SPFB.RTS-12.18;1;27.09.2018;11:54;115250,0000000;115270,0000000;115230,0000000;115240,0000000;200
SPFB.RTS-12.18;1;27.09.2018;11:55;115230,0000000;115250,0000000;115140,0000000;115200,0000000;1081
SPFB.RTS-12.18;1;27.09.2018;11:56;115190,0000000;115300,0000000;115170,0000000;115290,0000000;583
SPFB.RTS-12.18;1;27.09.2018;11:57;115280,0000000;115660,0000000;115280,0000000;115500,0000000;4960
SPFB.RTS-12.18;1;27.09.2018;11:58;115490,0000000;115640,0000000;115470,0000000;115600,0000000;1886
SPFB.RTS-12.18;1;27.09.2018;11:59;115600,0000000;115780,0000000;115600,0000000;115730,0000000;4021
SPFB.RTS-12.18;1;27.09.2018;12:00;115720,0000000;115790,0000000;115680,0000000;115790,0000000;1203
SPFB.RTS-12.18;1;27.09.2018;12:01;115790,0000000;115790,0000000;115660,0000000;115740,0000000;2392
SPFB.RTS-12.18;1;27.09.2018;12:02;115730,0000000;115920,0000000;115700,0000000;115890,0000000;3927
SPFB.RTS-12.18;1;27.09.2018;12:03;115890,0000000;115970,0000000;115870,0000000;115870,0000000;3002
SPFB.RTS-12.18;1;27.09.2018;12:04;115880,0000000;116060,0000000;115850,0000000;116050,0000000;2938
SPFB.RTS-12.18;1;27.09.2018;12:05;116050,0000000;116100,0000000;115960,0000000;115990,0000000;3299
SPFB.RTS-12.18;1;27.09.2018;12:06;115990,0000000;116050,0000000;115940,0000000;115990,0000000;813
SPFB.RTS-12.18;1;27.09.2018;12:07;115980,0000000;115990,0000000;115930,0000000;115940,0000000;515
SPFB.RTS-12.18;1;27.09.2018;12:08;115950,0000000;115950,0000000;115880,0000000;115930,0000000;745
SPFB.RTS-12.18;1;27.09.2018;12:09;115950,0000000;115950,0000000;115870,0000000;115880,0000000;551
SPFB.RTS-12.18;1;27.09.2018;12:10;115870,0000000;115900,0000000;115800,0000000;115800,0000000;1103
SPFB.RTS-12.18;1;27.09.2018;12:11;115800,0000000;115890,0000000;115790,0000000;115840,0000000;785
SPFB.RTS-12.18;1;27.09.2018;12:12;115850,0000000;115880,0000000;115820,0000000;115820,0000000;306
SPFB.RTS-12.18;1;27.09.2018;12:13;115830,0000000;115860,0000000;115770,0000000;115770,0000000;1520
SPFB.RTS-12.18;1;27.09.2018;12:14;115790,0000000;115850,0000000;115740,0000000;115830,0000000;678
SPFB.RTS-12.18;1;27.09.2018;12:15;115850,0000000;115900,0000000;115830,0000000;115900,0000000;497
SPFB.RTS-12.18;1;27.09.2018;12:16;115900,0000000;115940,0000000;115880,0000000;115920,0000000;681
SPFB.RTS-12.18;1;27.09.2018;12:17;115910,0000000;115940,0000000;115880,0000000;115930,0000000;553
SPFB.RTS-12.18;1;27.09.2018;12:18;115920,0000000;115950,0000000;115870,0000000;115870,0000000;990
SPFB.RTS-12.18;1;27.09.2018;12:19;115870,0000000;115900,0000000;115820,0000000;115850,0000000;967
SPFB.RTS-12.18;1;27.09.2018;12:20;115870,0000000;115900,0000000;115850,0000000;115860,0000000;561
SPFB.RTS-12.18;1;27.09.2018;12:21;115870,0000000;115900,0000000;115860,0000000;115880,0000000;289
SPFB.RTS-12.18;1;27.09.2018;12:22;115900,0000000;115910,0000000;115780,0000000;115840,0000000;755
SPFB.RTS-12.18;1;27.09.2018;12:23;115850,0000000;115930,0000000;115830,0000000;115910,0000000;480
SPFB.RTS-12.18;1;27.09.2018;12:24;115900,0000000;115950,0000000;115900,0000000;115930,0000000;412
SPFB.RTS-12.18;1;27.09.2018;12:25;115930,0000000;115970,0000000;115920,0000000;115970,0000000;377
SPFB.RTS-12.18;1;27.09.2018;12:26;115960,0000000;116020,0000000;115900,0000000;115960,0000000;1286
SPFB.RTS-12.18;1;27.09.2018;12:27;115960,0000000;116040,0000000;115920,0000000;115950,0000000;445
SPFB.RTS-12.18;1;27.09.2018;12:28;115950,0000000;115950,0000000;115870,0000000;115900,0000000;375
SPFB.RTS-12.18;1;27.09.2018;12:29;115890,0000000;116010,0000000;115880,0000000;116010,0000000;403
SPFB.RTS-12.18;1;27.09.2018;12:30;115990,0000000;116030,0000000;115980,0000000;116010,0000000;437
SPFB.RTS-12.18;1;27.09.2018;12:31;116030,0000000;116030,0000000;115970,0000000;115970,0000000;499
SPFB.RTS-12.18;1;27.09.2018;12:32;115970,0000000;116030,0000000;115970,0000000;116030,0000000;468
SPFB.RTS-12.18;1;27.09.2018;12:33;116030,0000000;116250,0000000;116030,0000000;116140,0000000;5506
SPFB.RTS-12.18;1;27.09.2018;12:34;116150,0000000;116160,0000000;116080,0000000;116110,0000000;2063
SPFB.RTS-12.18;1;27.09.2018;12:35;116110,0000000;116180,0000000;116110,0000000;116160,0000000;1106
SPFB.RTS-12.18;1;27.09.2018;12:36;116160,0000000;116210,0000000;116090,0000000;116090,0000000;2284
SPFB.RTS-12.18;1;27.09.2018;12:37;116090,0000000;116150,0000000;116020,0000000;116020,0000000;1078
SPFB.RTS-12.18;1;27.09.2018;12:38;116020,0000000;116080,0000000;116010,0000000;116030,0000000;687
SPFB.RTS-12.18;1;27.09.2018;12:39;116040,0000000;116080,0000000;116030,0000000;116060,0000000;418
SPFB.RTS-12.18;1;27.09.2018;12:40;116060,0000000;116140,0000000;116010,0000000;116010,0000000;668
SPFB.RTS-12.18;1;27.09.2018;12:41;116010,0000000;116060,0000000;116010,0000000;116010,0000000;380
SPFB.RTS-12.18;1;27.09.2018;12:42;116010,0000000;116030,0000000;116000,0000000;116000,0000000;180
SPFB.RTS-12.18;1;27.09.2018;12:43;116000,0000000;116060,0000000;115980,0000000;116050,0000000;431
SPFB.RTS-12.18;1;27.09.2018;12:44;116040,0000000;116040,0000000;115990,0000000;116020,0000000;357
SPFB.RTS-12.18;1;27.09.2018;12:45;116020,0000000;116050,0000000;115980,0000000;115980,0000000;451
SPFB.RTS-12.18;1;27.09.2018;12:46;115970,0000000;116000,0000000;115920,0000000;115980,0000000;1176
SPFB.RTS-12.18;1;27.09.2018;12:47;115990,0000000;116040,0000000;115960,0000000;116030,0000000;613
SPFB.RTS-12.18;1;27.09.2018;12:48;116020,0000000;116030,0000000;115920,0000000;116010,0000000;631
SPFB.RTS-12.18;1;27.09.2018;12:49;116010,0000000;116090,0000000;116000,0000000;116060,0000000;503
SPFB.RTS-12.18;1;27.09.2018;12:50;116060,0000000;116080,0000000;116000,0000000;116000,0000000;275
SPFB.RTS-12.18;1;27.09.2018;12:51;116010,0000000;116060,0000000;115990,0000000;116000,0000000;453
SPFB.RTS-12.18;1;27.09.2018;12:52;115990,0000000;116040,0000000;115990,0000000;116010,0000000;427
SPFB.RTS-12.18;1;27.09.2018;12:53;116010,0000000;116020,0000000;115890,0000000;115910,0000000;625
SPFB.RTS-12.18;1;27.09.2018;12:54;115910,0000000;115970,0000000;115890,0000000;115970,0000000;930
SPFB.RTS-12.18;1;27.09.2018;12:55;115970,0000000;115970,0000000;115910,0000000;115940,0000000;180
SPFB.RTS-12.18;1;27.09.2018;12:56;115930,0000000;116000,0000000;115930,0000000;115980,0000000;323
SPFB.RTS-12.18;1;27.09.2018;12:57;115990,0000000;116050,0000000;115980,0000000;116030,0000000;471
SPFB.RTS-12.18;1;27.09.2018;12:58;116030,0000000;116050,0000000;116000,0000000;116010,0000000;272
SPFB.RTS-12.18;1;27.09.2018;12:59;116020,0000000;116070,0000000;115990,0000000;116010,0000000;327
SPFB.RTS-12.18;1;27.09.2018;13:00;116010,0000000;116070,0000000;115980,0000000;116050,0000000;433
SPFB.RTS-12.18;1;27.09.2018;13:01;116060,0000000;116060,0000000;115990,0000000;116050,0000000;596
SPFB.RTS-12.18;1;27.09.2018;13:02;116030,0000000;116080,0000000;116030,0000000;116050,0000000;209
SPFB.RTS-12.18;1;27.09.2018;13:03;116040,0000000;116050,0000000;116030,0000000;116030,0000000;87
SPFB.RTS-12.18;1;27.09.2018;13:04;116030,0000000;116120,0000000;116030,0000000;116100,0000000;580
SPFB.RTS-12.18;1;27.09.2018;13:05;116090,0000000;116100,0000000;116040,0000000;116050,0000000;210
SPFB.RTS-12.18;1;27.09.2018;13:06;116060,0000000;116120,0000000;116050,0000000;116090,0000000;351
SPFB.RTS-12.18;1;27.09.2018;13:07;116100,0000000;116120,0000000;116090,0000000;116110,0000000;198
SPFB.RTS-12.18;1;27.09.2018;13:08;116120,0000000;116140,0000000;116090,0000000;116130,0000000;258
SPFB.RTS-12.18;1;27.09.2018;13:09;116120,0000000;116120,0000000;116080,0000000;116080,0000000;164
SPFB.RTS-12.18;1;27.09.2018;13:10;116080,0000000;116150,0000000;116080,0000000;116130,0000000;354
SPFB.RTS-12.18;1;27.09.2018;13:11;116130,0000000;116150,0000000;116090,0000000;116110,0000000;238
SPFB.RTS-12.18;1;27.09.2018;13:12;116120,0000000;116120,0000000;116060,0000000;116090,0000000;198
SPFB.RTS-12.18;1;27.09.2018;13:13;116100,0000000;116120,0000000;116070,0000000;116100,0000000;357
SPFB.RTS-12.18;1;27.09.2018;13:14;116100,0000000;116140,0000000;116080,0000000;116100,0000000;194
SPFB.RTS-12.18;1;27.09.2018;13:15;116110,0000000;116110,0000000;116080,0000000;116080,0000000;147
SPFB.RTS-12.18;1;27.09.2018;13:16;116080,0000000;116090,0000000;116040,0000000;116080,0000000;267
SPFB.RTS-12.18;1;27.09.2018;13:17;116070,0000000;116070,0000000;116040,0000000;116040,0000000;258
SPFB.RTS-12.18;1;27.09.2018;13:18;116030,0000000;116080,0000000;116030,0000000;116040,0000000;268
SPFB.RTS-12.18;1;27.09.2018;13:19;116060,0000000;116070,0000000;116030,0000000;116030,0000000;101
SPFB.RTS-12.18;1;27.09.2018;13:20;116030,0000000;116030,0000000;115990,0000000;115990,0000000;448
SPFB.RTS-12.18;1;27.09.2018;13:21;115990,0000000;116010,0000000;115940,0000000;115960,0000000;547
SPFB.RTS-12.18;1;27.09.2018;13:22;115970,0000000;116010,0000000;115950,0000000;115980,0000000;167
SPFB.RTS-12.18;1;27.09.2018;13:23;115980,0000000;116020,0000000;115980,0000000;115990,0000000;109
SPFB.RTS-12.18;1;27.09.2018;13:24;115990,0000000;115990,0000000;115950,0000000;115970,0000000;209
SPFB.RTS-12.18;1;27.09.2018;13:25;115970,0000000;116030,0000000;115960,0000000;116030,0000000;245
SPFB.RTS-12.18;1;27.09.2018;13:26;116030,0000000;116030,0000000;115990,0000000;116000,0000000;103
SPFB.RTS-12.18;1;27.09.2018;13:27;116000,0000000;116010,0000000;115970,0000000;116000,0000000;284
SPFB.RTS-12.18;1;27.09.2018;13:28;116000,0000000;116000,0000000;115960,0000000;115960,0000000;99
SPFB.RTS-12.18;1;27.09.2018;13:29;115960,0000000;115990,0000000;115950,0000000;115990,0000000;109
SPFB.RTS-12.18;1;27.09.2018;13:30;115990,0000000;116000,0000000;115980,0000000;115990,0000000;76
SPFB.RTS-12.18;1;27.09.2018;13:31;115990,0000000;116020,0000000;115970,0000000;115970,0000000;264
SPFB.RTS-12.18;1;27.09.2018;13:32;115980,0000000;115990,0000000;115900,0000000;115940,0000000;474
SPFB.RTS-12.18;1;27.09.2018;13:33;115950,0000000;115970,0000000;115940,0000000;115950,0000000;113
SPFB.RTS-12.18;1;27.09.2018;13:34;115970,0000000;115970,0000000;115940,0000000;115960,0000000;108
SPFB.RTS-12.18;1;27.09.2018;13:35;115930,0000000;115930,0000000;115910,0000000;115910,0000000;101
SPFB.RTS-12.18;1;27.09.2018;13:36;115920,0000000;115940,0000000;115890,0000000;115900,0000000;216
SPFB.RTS-12.18;1;27.09.2018;13:37;115910,0000000;115930,0000000;115850,0000000;115930,0000000;587
SPFB.RTS-12.18;1;27.09.2018;13:38;115940,0000000;115940,0000000;115920,0000000;115930,0000000;73
SPFB.RTS-12.18;1;27.09.2018;13:39;115930,0000000;115930,0000000;115890,0000000;115890,0000000;112
SPFB.RTS-12.18;1;27.09.2018;13:40;115900,0000000;115940,0000000;115890,0000000;115940,0000000;97
SPFB.RTS-12.18;1;27.09.2018;13:41;115930,0000000;116000,0000000;115920,0000000;116000,0000000;273
SPFB.RTS-12.18;1;27.09.2018;13:42;116010,0000000;116090,0000000;115990,0000000;116080,0000000;792
SPFB.RTS-12.18;1;27.09.2018;13:43;116070,0000000;116120,0000000;116030,0000000;116050,0000000;633
SPFB.RTS-12.18;1;27.09.2018;13:44;116060,0000000;116070,0000000;116000,0000000;116000,0000000;239
SPFB.RTS-12.18;1;27.09.2018;13:45;116000,0000000;116110,0000000;116000,0000000;116060,0000000;335
SPFB.RTS-12.18;1;27.09.2018;13:46;116060,0000000;116150,0000000;116060,0000000;116110,0000000;482
SPFB.RTS-12.18;1;27.09.2018;13:47;116100,0000000;116160,0000000;116090,0000000;116160,0000000;473
SPFB.RTS-12.18;1;27.09.2018;13:48;116160,0000000;116340,0000000;116140,0000000;116280,0000000;2939
SPFB.RTS-12.18;1;27.09.2018;13:49;116280,0000000;116290,0000000;116220,0000000;116220,0000000;541
SPFB.RTS-12.18;1;27.09.2018;13:50;116230,0000000;116310,0000000;116230,0000000;116300,0000000;584
SPFB.RTS-12.18;1;27.09.2018;13:51;116300,0000000;116340,0000000;116230,0000000;116240,0000000;659
SPFB.RTS-12.18;1;27.09.2018;13:52;116240,0000000;116280,0000000;116210,0000000;116230,0000000;593
SPFB.RTS-12.18;1;27.09.2018;13:53;116220,0000000;116220,0000000;116110,0000000;116120,0000000;1099
SPFB.RTS-12.18;1;27.09.2018;13:54;116130,0000000;116180,0000000;116120,0000000;116160,0000000;247
SPFB.RTS-12.18;1;27.09.2018;13:55;116180,0000000;116250,0000000;116170,0000000;116210,0000000;286
SPFB.RTS-12.18;1;27.09.2018;13:56;116210,0000000;116240,0000000;116180,0000000;116180,0000000;259
SPFB.RTS-12.18;1;27.09.2018;13:57;116200,0000000;116260,0000000;116170,0000000;116220,0000000;372
SPFB.RTS-12.18;1;27.09.2018;13:58;116230,0000000;116250,0000000;116190,0000000;116230,0000000;180
SPFB.RTS-12.18;1;27.09.2018;13:59;116240,0000000;116250,0000000;116190,0000000;116220,0000000;263
SPFB.RTS-12.18;1;27.09.2018;14:00;116210,0000000;116330,0000000;116190,0000000;116260,0000000;636
SPFB.RTS-12.18;1;27.09.2018;14:06;116290,0000000;116440,0000000;116280,0000000;116370,0000000;1941
SPFB.RTS-12.18;1;27.09.2018;14:07;116380,0000000;116420,0000000;116330,0000000;116350,0000000;1740
SPFB.RTS-12.18;1;27.09.2018;14:08;116350,0000000;116360,0000000;116310,0000000;116310,0000000;374
SPFB.RTS-12.18;1;27.09.2018;14:09;116330,0000000;116350,0000000;116310,0000000;116340,0000000;363
SPFB.RTS-12.18;1;27.09.2018;14:10;116330,0000000;116350,0000000;116300,0000000;116340,0000000;488
SPFB.RTS-12.18;1;27.09.2018;14:11;116350,0000000;116390,0000000;116320,0000000;116390,0000000;463
SPFB.RTS-12.18;1;27.09.2018;14:12;116390,0000000;116440,0000000;116350,0000000;116360,0000000;1180
SPFB.RTS-12.18;1;27.09.2018;14:13;116350,0000000;116390,0000000;116320,0000000;116330,0000000;396
SPFB.RTS-12.18;1;27.09.2018;14:14;116330,0000000;116410,0000000;116320,0000000;116400,0000000;765
SPFB.RTS-12.18;1;27.09.2018;14:15;116380,0000000;116430,0000000;116380,0000000;116400,0000000;469
SPFB.RTS-12.18;1;27.09.2018;14:16;116410,0000000;116410,0000000;116340,0000000;116340,0000000;641
SPFB.RTS-12.18;1;27.09.2018;14:17;116350,0000000;116360,0000000;116300,0000000;116340,0000000;676
SPFB.RTS-12.18;1;27.09.2018;14:18;116350,0000000;116370,0000000;116310,0000000;116320,0000000;234
SPFB.RTS-12.18;1;27.09.2018;14:19;116320,0000000;116340,0000000;116320,0000000;116340,0000000;103
SPFB.RTS-12.18;1;27.09.2018;14:20;116350,0000000;116350,0000000;116300,0000000;116330,0000000;316
SPFB.RTS-12.18;1;27.09.2018;14:21;116330,0000000;116370,0000000;116320,0000000;116370,0000000;211
SPFB.RTS-12.18;1;27.09.2018;14:22;116370,0000000;116380,0000000;116340,0000000;116360,0000000;373
SPFB.RTS-12.18;1;27.09.2018;14:23;116340,0000000;116370,0000000;116330,0000000;116370,0000000;203
SPFB.RTS-12.18;1;27.09.2018;14:24;116370,0000000;116390,0000000;116340,0000000;116340,0000000;197
SPFB.RTS-12.18;1;27.09.2018;14:25;116350,0000000;116360,0000000;116330,0000000;116350,0000000;216
SPFB.RTS-12.18;1;27.09.2018;14:26;116340,0000000;116350,0000000;116270,0000000;116280,0000000;397
SPFB.RTS-12.18;1;27.09.2018;14:27;116280,0000000;116330,0000000;116270,0000000;116320,0000000;197
SPFB.RTS-12.18;1;27.09.2018;14:28;116320,0000000;116350,0000000;116310,0000000;116310,0000000;170
SPFB.RTS-12.18;1;27.09.2018;14:29;116330,0000000;116330,0000000;116310,0000000;116310,0000000;187
SPFB.RTS-12.18;1;27.09.2018;14:30;116310,0000000;116350,0000000;116300,0000000;116350,0000000;278
SPFB.RTS-12.18;1;27.09.2018;14:31;116360,0000000;116370,0000000;116330,0000000;116340,0000000;186
SPFB.RTS-12.18;1;27.09.2018;14:32;116330,0000000;116360,0000000;116330,0000000;116350,0000000;433
SPFB.RTS-12.18;1;27.09.2018;14:33;116340,0000000;116380,0000000;116340,0000000;116350,0000000;366
SPFB.RTS-12.18;1;27.09.2018;14:34;116350,0000000;116360,0000000;116300,0000000;116330,0000000;373
SPFB.RTS-12.18;1;27.09.2018;14:35;116340,0000000;116560,0000000;116330,0000000;116550,0000000;2568
SPFB.RTS-12.18;1;27.09.2018;14:36;116540,0000000;116610,0000000;116490,0000000;116510,0000000;2277
SPFB.RTS-12.18;1;27.09.2018;14:37;116510,0000000;116530,0000000;116470,0000000;116480,0000000;456
SPFB.RTS-12.18;1;27.09.2018;14:38;116480,0000000;116560,0000000;116470,0000000;116540,0000000;655
SPFB.RTS-12.18;1;27.09.2018;14:39;116530,0000000;116600,0000000;116530,0000000;116550,0000000;563
SPFB.RTS-12.18;1;27.09.2018;14:40;116550,0000000;116570,0000000;116530,0000000;116550,0000000;513
SPFB.RTS-12.18;1;27.09.2018;14:41;116560,0000000;116660,0000000;116560,0000000;116640,0000000;1333
SPFB.RTS-12.18;1;27.09.2018;14:42;116640,0000000;116680,0000000;116610,0000000;116650,0000000;1314
SPFB.RTS-12.18;1;27.09.2018;14:43;116660,0000000;116810,0000000;116640,0000000;116710,0000000;3107
SPFB.RTS-12.18;1;27.09.2018;14:44;116720,0000000;116740,0000000;116640,0000000;116700,0000000;1435
SPFB.RTS-12.18;1;27.09.2018;14:45;116710,0000000;116740,0000000;116700,0000000;116720,0000000;335
SPFB.RTS-12.18;1;27.09.2018;14:46;116730,0000000;116740,0000000;116710,0000000;116730,0000000;324
SPFB.RTS-12.18;1;27.09.2018;14:47;116720,0000000;116730,0000000;116670,0000000;116670,0000000;1275
SPFB.RTS-12.18;1;27.09.2018;14:48;116670,0000000;116700,0000000;116600,0000000;116650,0000000;1238
SPFB.RTS-12.18;1;27.09.2018;14:49;116660,0000000;116710,0000000;116650,0000000;116700,0000000;1099
SPFB.RTS-12.18;1;27.09.2018;14:50;116700,0000000;116720,0000000;116660,0000000;116690,0000000;1232
SPFB.RTS-12.18;1;27.09.2018;14:51;116690,0000000;116730,0000000;116680,0000000;116690,0000000;383
